,score,text
1911,0,@EspressoMikeO @TopRopeTravis @votevets https://t.co/jO4cP3mE7O
1912,0,"RT @OnWithLogic: MASSIVE 146 PAGE FILE DROP JUST HAPPENED ON OBAMA DOCUMENTS

STAY TUNED... identity investigation docs

#OBAMADOCUMENTS

#…"
1913,-1,"By design, Obamacare and the Obama administration transformed a large portion of the population into opioid addicts… https://t.co/d58mQ5L4l7"
1914,0,@soylarebelde @EnemigoELA @JoseADelgadoEND @CarmenYulinCruz Exacto de verdad que muchas personas odian al president… https://t.co/qRftKkWXpd
1915,1,"RT @redsteeze: It would seem, as evidenced by the Obama years, that is rational thinking  beyond their intellectual grasp https://t.co/8tzB…"
1916,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1917,0,White guilt and Hollywood's black president portrayals gave us Obama how did that work out for you America... the w… https://t.co/W511VHsmUx
1918,0,"@Speaks4Majority @Lovewhistle @Rockprincess818 @realDonaldTrump Oh, I get it now, it is ok for these regulations to… https://t.co/syZnAkLLOH"
1919,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
1920,0,"@JulianaHarkavy @realDonaldTrump They have done everything in the world to keep him down, and he is still doing bet… https://t.co/9ced5NiaBo"
1921,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1922,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1923,-2,". . .""puppet"". Absolutely nobody supports Trump's continual refusal to say or do anything derogatory toward Russia.… https://t.co/RQMBYmd7IB"
1924,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1925,0,"RT @GiampaoloRossi: Jeffrey Sachs: ""Obama inviò Cia e sauditi in operazioni coperte per cercare di rovesciare Assad e fu un disastro (...)…"
1926,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1927,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
1928,-1,"RT @RedNationRising: Obama hired Fusion GPS in 2012 to dig up dirt on Mitt Romney, and hid his payments to them through the law firm, Perki…"
1929,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
1930,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1931,-3,RT @chuckwoolery: A ABSOLUTE POLITICAL MOVE Brennan Admits Obama Refused To Retaliate For Russian Cyber-Warfare Attacks On U.S.: https://t.…
1932,0,"@Robbins17Chris Sorry, but Obama won in 08 because NO ONE WANTED HILLARY CLINTON to TAKE OVER WHEN George W. Bush T… https://t.co/ChorsriA6T"
1933,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
1934,0,"@Peoples_Pundit @Sedders Exactly. It should raise eyebrows on the left &amp; the right that Mueller, so long despised b… https://t.co/zeoAoNr6oN"
1935,0,RT @beautee_: President Barack Obama<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #OldThingsIWantBack
1936,1,"RT @TheDailyEdge: Barack Obama pens heartfelt, moving, and emotional profile of #Parkland teens #TIME100 https://t.co/1jbgPxOAoV"
1937,0,RT @applegreen_k: @CassperNyovest Malia Obama  invited me at her home this weekend but I had to work .The crazy thing is I was invited by t…
1938,1,RT @JacobAWohl: WOW! Devin Nunes says the documents that Rod Rosenstein finally turned over show that the Obama State Department colluded w…
1939,-1,RT @Trumptweets2020: My new advisor Larry #Kudlow letting his inner #Trump run wild! Already earned 4 Pinocchio’s for lying about #Obama’s…
1940,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
1941,2,RT @keithboykin: Cardi B setting records. Beyonce at Coachella. Black Panther winning. Kendrick Lamar wins Pulitzer. President Obama receiv…
1942,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1943,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
1944,0,RT @__xbombshell: I need Obama back. https://t.co/BVvz6NgUDV
1945,0,RT @umheyjoann: trump supporters BLOW me. Y’all were THE SAME ONES HARASSING OBAMA TO SEE HIS BIRTH CERTIFICATE.... foh https://t.co/Vemptc…
1946,0,RT @J4CKMULL: #OldThingsIWantBack Barack Obama. https://t.co/yV7pahkqlI
1947,0,"RT @kylegriffin1: Barack Obama praises the Parkland survivors: “Our kids now show us what we’ve told them America is all about, even if we…"
1948,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
1949,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
1950,-2,"RT @AnnaApp91838450: https://t.co/E2K5yvneUY
UNBELIEVABLE These Left Wing Wacko Judges Ordering For Monuments To Come Down Because It Hurts…"
1951,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
1952,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1953,-1,RT @JudicialWatch: Important: Judicial Watch found evidence showing Lois Lerner was actively involved in a lengthy cover-up of improper IRS…
1954,1,RT @NerdyWonka: Pres. Obama: Our history is defined by the youthful push to make America more more equal under the law. This generation—of…
1955,-1,RT @tonyposnanski: I miss Obama
1956,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
1957,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1958,-1,"RT @NatShupe: Stormy Daniels' lawyer, Michael Avenatti, worked for Joe Biden &amp; Rahm Emanuel (Obama's Chief of Staff).

In 2006, he sued the…"
1959,0,RT @Mark923to25: There’s definitely more to this #qanon post about Pruit...he knows...he knows Dems and Obama were using the EPA as a massi…
1960,0,"@davidhogg111 @AltUSPressSec President Obama please, you would expect the same...."
1961,0,RT @starcrosswolf: I figured it out and its dark. Obama and the rest just 'knew' Clinton would win. So long before the election Obama set o…
1962,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
1963,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
1964,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1965,-3,"President Obama confirming that all our worst fears about the Parkland survivors are true: They did, in fact, belie… https://t.co/M9w7P5ZAcG"
1966,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1967,-2,"RT @HeiressUSA: ARREST WARRANT FOR COMEY LYNCH #Obama &amp; CLINTON
OUTRAGEOUS CORRUPTION.. #BenWittes..Just admitted to the #Worlds Lynch Inte…"
1968,3,"Mitch McConnell is not going to be remembered kindly in history,
 Blocking Obama's right to a supreme court justice… https://t.co/GDxxitYXfM"
1969,-1,"I feel sorry for @FLOTUS that she has to attend Barbara Bush's funeral by herself when she has to meet the Obama's,… https://t.co/a220WIpdXz"
1970,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1971,0,RT @Ookay: Beyoncé is going to bring out Obama for weekend 2 of Coachella. I’m calling it now.
1972,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
1973,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
1974,-2,RT @SparkleSoup45: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>BREAKING: CRIMINAL Referrals Made By Lawmakers To The DOJ On Senior Obama Officials And Other Key Players including HI…
1975,1,@SheaSerrano Obama / Gladwell co-signs!  Might as well retire after this year sir!
1976,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
1977,1,"RT @MikeTokes: If Trump Fired Sessions, Fired Rosenstein, dissolved the special council, indicted Obama, Hillary Clinton, Andrew McCabe, Pe…"
1978,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1979,-1,"RT @robertfranek: “The party that mocked Obama for “leading from behind” and labeled kind, peace-seeking Christian Jimmy Carter “weak” has…"
1980,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
1981,0,"RT @OnWithLogic: MASSIVE 146 PAGE FILE DROP JUST HAPPENED ON OBAMA DOCUMENTS

STAY TUNED... identity investigation docs

#OBAMADOCUMENTS

#…"
1982,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1983,-1,"RT @JackPosobiec: #BREAKING Nunes: The Obama State Department set up some sort of ""backchannel"" with one of our Five Eyes partners to share…"
1984,0,"@bluepillsheep @zackhatt1 @davidhogg111 @realDonaldTrump Okay, I'll bite: so are you for or against the banning of… https://t.co/fq5bDEGx15"
1985,-1,@hbhcalder @culbert_becky What's crazy is that people think that the regulations that Obama put in a few years ago… https://t.co/7KjlZrFgf4
1986,0,RT @omriceren: I'm beginning to worry that Team Obama's legacy-reaching push to open up Cuba - which included reckless shows of trust like…
1987,2,RT @TitusNation: I'll bet @seanhannity would have been classy enough to have given Obama a pass if his mob enforcer type almost lawyer was…
1988,-3,RT @Moreno: We hate Trump like you hated Obama however we hate Trump because he is racist you hated Obama because you are a racist
1989,0,"@WeMeantWell Did they NEGOTIATE for President Trump’s lawyer? Comey: “Sometimes, it’s okay to lie?” What kind of Mi… https://t.co/ESgHh3kV0O"
1990,0,@terrype65 @Molly3186 @DaleRutz Not agreeing but Obama sent billions of tax dollars to help leftist regimes rebuild… https://t.co/Y5qgaVPDVc
1991,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1992,0,@KatyTurNBC @MSNBC @CNN @AriMelber @CoryBooker @KamalaHarris @FBI @chrislhayes @maddow @PhilMurphyNJ @MaddowBlog… https://t.co/LoDa4Yz4RS
1993,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
1994,-2,"RT @CarlosSimancas: Let's straighten out this fake tweet.

- Governor hates CA citizens

- You omitted the word ""illegal""

- The porn ""star…"
1995,0,"RT @nzo11: While there is no MYSTERY of who 

PRESIDENT TRUMP 
is 
&amp; WHY HE LOVES OUR COUNTRY 

THE MYSTERY DETAILS years later still linge…"
1996,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1997,0,RT @ComFade: this is why Michelle Obama will never be forgotten <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> https://t.co/kWrjGcRKNo
1998,0,RT @RepLeeZeldin: Acting Asst. Sec. David Satterfield is an Obama holdover who is actually in charge of the Bureau of Near Eastern Affairs.…
1999,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
2000,-1,RT @atlantabobby: @jonfranks @realDonaldTrump It's also more than trash like you or your beloved Obama has ever done you pathetic loser....…
2001,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
2002,-1,"COMEY, HILLARY, McCABE and LYNCH are ALL LYING SCUMBAGS. THEY ARE THE BIGGEST PART OF THE SWAMP. OBAMA IS PART OF T… https://t.co/VnnbgEorOa"
2003,0,"RT @starcrosswolf: According to EX CIA director John Brennan, after Obama had been apprised that Russia was conducting cyber-warfare agains…"
2004,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
2005,2,RT @FrancesGruno: Thank God some people are starting to see this. I believe Obama is involved in this as well! https://t.co/p1TLppagpd
2006,0,"@GusGarciaIII @JeanetteInMN you mean the same congress that Trump bypassed? That has failed on ethics, leadirship a… https://t.co/XyOaUirUs5"
2007,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2008,-1,"RT @Will_Bunch: How has Mitch McConnell trashed American democracy? Let me count the ways -- kneecapping Obama and Merrick Garland, blockin…"
2009,1,"Nice article written by President Obama about the kids from MSD in Parkland, FL https://t.co/pxIdSI2Rmk"
2010,0,"RT @polishprincessh: This has to STOP! Our nation, all it has endured &amp; all the sacrifices made... are being not only disrespected but remo…"
2011,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
2012,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
2013,2,RT @TitusNation: I'll bet @seanhannity would have been classy enough to have given Obama a pass if his mob enforcer type almost lawyer was…
2014,0,Barack Obama pens ‘Time 100’ tribute to Parkland survivors https://t.co/erEVXp8Rat
2015,0,RT @NameRedacted7: So ask: what would team obama &amp; John Brennan do to his his involvement as CIA Director working directly w Russian Intell…
2016,0,@XOflectX @hrtablaze Twist it any way you want! The Democrats also created the KKK. Even Obama supported them!
2017,0,"RT @Trey_VonDinkis: #MAGA #ObamaFailure #Communism #LeftistSedition 

.
.
.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B0><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5>TRUMP'S HISTORIC NORTH KOREA STRATEGY:

8 Years of Obama Gave…"
2018,0,"RT @LouDobbs: #DraintheSwamp- 11 House Republicans including @RepMattGaetz sign letter demanding Sessions investigate Comey, McCabe &amp; Deep…"
2019,1,DS. 280 characters- more T time. T master of SM // to FDR &amp; radio. Obama SM cautious. T chgd gm. Modi // T. Tweets… https://t.co/seSWSaWh3V
2020,0,"RT @donnedia: #ThursdayThoughts #OldThingsIWantBack
Pres.Obama&amp;VP Biden<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
hope,change&amp;fair Treatment4Ppl of Color<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>
4 ""Many Repulicans"" 2stop…"
2021,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2022,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
2023,-1,RT @skb_sara: https://t.co/vwejXf2bLY Here’s the COSTLY LENGTHS Obama Used to Keep Information From American People. #ObamaWorstPresidentEv…
2024,0,@EspressoMikeO @TopRopeTravis @votevets https://t.co/zjHuhUrWHi
2025,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
2026,2,"RT @pollsofpolitics: Who's the better @POTUS #Obama or @realDonaldTrump??

Vote and retweet to spread poll!! #TheResistance #Trump #Resist…"
2027,0,"RT @ChrisJZullo: President Barack Obama 
President John Kennedy
President Franklin Roosevelt
President Theodore Roosevelt
President Thomas…"
2028,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2029,0,@IamTeamIK Could he even understand what Obama was saying???just wondering <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
2030,1,"@IAmSuperTrump Obama &amp; Harry
The best friend Akmehdinajad ever had"
2031,0,Sen. Burr voted against cloture on Obama nominees 145 times.
2032,0,"RT @_A__Dub: ""The Parkland students are shaking us out of our complacency,"" President Barack Obama wrote for #Time100. https://t.co/3WJHPlE…"
2033,-2,@DanDeFreest @Cheekee996 @HillaryClinton And Millions and Millions Can't wait till she gets Hung for treason and cu… https://t.co/fvs7o7qOqI
2034,1,“The power to insist that America can be better”-Obama https://t.co/VxBR0E27bU
2035,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2036,1,Spot on! We loved President Obama and Michelle Obama @BarackObama https://t.co/Bmc2Jv2pzO
2037,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2038,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
2039,2,RT @MikaelaSkyeSays: @RVAwonk Hmm the folks on @morning_joe are saying that there is an ounce of truth to Trump being the toughest presiden…
2040,0,RT @newroflo: Name is Michael la Vaughn Robinson obama https://t.co/g3Zc98Y13A
2041,-1,"RT @PaulaLanier54: <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Here’s the COSTLY LENGTHS Obama Used to Keep Information From American People #LOCKHIMUP #TRAITOROBAMA
#GOREDSTATEBYS…"
2042,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
2043,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
2044,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2045,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
2046,0,"@galleryalice @realDonaldTrump Not true, we have been going in that direction ever since Obama saved the economy, b… https://t.co/vUkwsasgRQ"
2047,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
2048,0,RT @__xbombshell: I need Obama back. https://t.co/BVvz6NgUDV
2049,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
2050,-1,I miss #Obama.
2051,1,"RT @OnWithLogic: #Obama knew about #benghazi before it happened.  @judicialwatch has documents via a #FOIA lawsuit. Important.

#QAnon #Q #…"
2052,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
2053,-1,"RT @Steph_LovinMe: 1. The ‘every black person looks alike’ joke is played out. 
2. Barack Obama got his undergraduate degree at Columbia Un…"
2054,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2055,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
2056,-1,"@blazingxmexican Just remember, Michelle Obama wanted Americans to eat healthier; she wanted less junk food and hea… https://t.co/3RcEQwRmA6"
2057,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
2058,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2059,2,"RT @pollsofpolitics: Who's the better @POTUS #Obama or @realDonaldTrump??

Vote and retweet to spread poll!! #TheResistance #Trump #Resist…"
2060,1,"@FrishbergBill @KyleKashuv @BarackObama No, but can you name another student Trump met with?

My point is that no o… https://t.co/WUtAHQDXi9"
2061,1,"thank you.
Judicial Watch Sues for Records about Obama White House Unmasking of Trump Associates https://t.co/TJD5UcW71J via @JudicialWatch"
2062,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
2063,0,"He should, but he won't, EVER.

 #Obama was annointed #pharaoh - to #purge us of our sins, to fundamentally… https://t.co/3OaqBhkBid"
2064,0,RT @SavingAmerica4U: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>Queen Elizabeth has personally intervened and removed Michelle and Barack Obama from the guest list for Prince Harry’…
2065,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2066,-1,"In ‘Time 100,’ Obama Says Parkland Survivors ‘Don’t Intimidate Easily’ https://t.co/zXikBrHObl via @TPM"
2067,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2068,0,RT @docrocktex26: I’m in no way shape or form here to defend Comey or absolve him of the role he played in assisting the White patriarchy’s…
2069,-1,RT @skb_sara: https://t.co/vwejXf2bLY Here’s the COSTLY LENGTHS Obama Used to Keep Information From American People. #ObamaWorstPresidentEv…
2070,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2071,1,This is the regime to which Obama gave billions and protection building nukes. #MeToo https://t.co/FwR7KOiKDd
2072,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2073,-1,@cotsdi @tedlieu @andrewkrebs Obama.kept iAd at war in which many many Americans died and nothing was handled. Osam… https://t.co/6xfqse35m0
2074,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
2075,2,"RT @AliefofFaith: Lil Wayne dropped Carter 3, T.I. dropped Paper Trail, Obama won the election, Celtics won the NBA championship, it feels…"
2076,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
2077,-2,"Will Smith: ""Racism Is Not Getting Worse, It's Getting Filmed"" https://t.co/vWOthFH3Kz"
2078,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
2079,0,https://t.co/yv4h9t8Hal : e7121371-de13-4177-859c-757994bc9d3f
2080,-3,"RT @KaarenMcgill: Barack Obama issues warning in creepy, foul-mouthed ‘public address’ | The New Daily https://t.co/MCSAZfDKKp"
2081,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2082,0,"RT @brianefallon: Reminder: under Obama, Senate Republicans tried to *filibuster* the renewal of the Violence Against Women Act 
https://t.…"
2083,0,"RT @C_3C_3: 2012:

Obama - Perkins Coie - Fusion GPS

2016:

Hillary - Perkins Coie - Fusion GPS

Before it is all said &amp; done we will find…"
2084,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
2085,0,"RT @MillenPolitics: And President Obama wrote the profile for TIME, to boot. <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> https://t.co/mKDjAL1bOr"
2086,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2087,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
2088,-1,RT @Trumptweets2020: My new advisor Larry #Kudlow letting his inner #Trump run wild! Already earned 4 Pinocchio’s for lying about #Obama’s…
2089,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2090,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2091,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
2092,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
2093,1,"... Our government is supposed to protect us from this kind of dishonesty, but the Trump administration is rolling… https://t.co/03lxTTeK2u"
2094,2,RT @Hagereritrea: #Eritrea Father Tom Reese an Obama appointee is driving a human trafficking agenda zat benefits him. Thank u 2 a new admi…
2095,0,"@morningmika Well Mika, it's politics.  It got ugly when the GOP were against Obama, but now, the left is redefinin… https://t.co/35dxLSlxSD"
2096,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
2097,1,"RT @TheDailyEdge: Barack Obama pens heartfelt, moving, and emotional profile of #Parkland teens #TIME100 https://t.co/1jbgPxOAoV"
2098,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
2099,0,"RT @hotfunkytown: Half of the electorate plus some 8%, I believe; elected Osama Obama not simply because he was a black, Arab, Homosexual w…"
2100,0,@seanhannity Still riding the Obama wave huh!!?
2101,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
2102,0,"RT @Dianestraley: The Long March—How the Cultural Revolution of the 1960s Changed America (Revisited) Marx, Marcuse, Gramsci, Ginsberg, Cli…"
2103,0,"RT @johnpavlovitz: ""No, if you claimed to be embarrassed by #BarackObama but you're somehow not embarrassed by #DonaldTrump—I'm going to st…"
2104,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
2105,0,"RT @S_Cooper0404: In 2012, I secretly signed The Smith-Mundt Modernization Act, allowing Government Propoganda to be legally created and br…"
2106,0,Sólo falta el Dalái Lama. #Netflix ficha a Obama. #SZSNews https://t.co/pxKTtROmUx
2107,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
2108,0,@jaymills2541 I am aware but Obama and Hillary went over there and inflamed the situation and all anyone has to do… https://t.co/XWiqS4JkGY
2109,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
2110,0,"#TugçeKazazNeDedi
Yerli ve Milli  RTE'yi
Feto KANDIRDI
Apo KANDIRDI
Salih Müslüm KANDIRDI
Bagdadi KANDIRDI
Obama KA… https://t.co/5jm47GfxvG"
2111,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2112,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
2113,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
2114,0,RT @TrumpsBlonde: I want to remind you of an ongoing investigation @jeffsessions is still working. SIX BILLION DOLLARS  the Obama Administr…
2115,0,RT @NameRedacted7: So ask: what would team obama &amp; John Brennan do to his his involvement as CIA Director working directly w Russian Intell…
2116,-1,"Perhaps the reason Mr. Pruitt, (EPA), is being attacked by #FakeNews is that the Obama Cabal stole millions of taxp… https://t.co/WlVBWa0LSl"
2117,-2,RT @Barnett20Todd: Barack Obama’s Huge Mistake Just Turned Into An International Crisis https://t.co/9oMyMGAZJS
2118,-1,"#TIME100Missing 
BARACK OBAMA 
RACHEL MADDOW
DEREK JETER
STORMY DANIELS 
#TIME100"
2119,0,Obama: Parkland students 'are shaking us out of our complacency' @CNNPolitics https://t.co/svxGvwgnW3
2120,-1,@girlsreallyrule Imagine what the USA could have achieved had Obama had the majority!And to have 45* as a following act is awful to endure!
2121,0,"HELLO
OBAMA
HILLIARY 
JAIL
GET THE 
ORANGE
JUMPSUITS"
2122,0,RT @Ookay: Beyoncé is going to bring out Obama for weekend 2 of Coachella. I’m calling it now.
2123,0,"RT @C_3C_3: 2012:

Obama - Perkins Coie - Fusion GPS

2016:

Hillary - Perkins Coie - Fusion GPS

Before it is all said &amp; done we will find…"
2124,4,Obama: Nigeria needs stronger institutions not strong people. Who will create the strong institutions if not men with strong mental capacity
2125,0,RT @__xbombshell: I need Obama back. https://t.co/BVvz6NgUDV
2126,-1,RT @ummmno21: I’ve honestly disliked Marie since that first press conference she gave for the Obama State Dept. proof often first impressio…
2127,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
2128,-1,Chicago City Official Compared Obama To A Slave At An Auction https://t.co/TCFHsq87Di https://t.co/MQ0jIuGOeU
2129,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
